date [mm-dd-yyyy]; recording company; matrix number; title; artist(s)
06-28-1927; Victor; [Trial 1927-06-28-01]; Miss Sallie's little boy; Miss W. A. Johnson
06-28-1927; Columbia; W144404; Big Ben; Ethel Waters
06-28-1927; Columbia; W144405; Keep an eye on your man; Ethel Waters
06-28-1927; Columbia; W144406; I want my sweet daddy now; Ethel Waters
06-28-1927; Columbia; W144407; Clorinda; Ethel Waters
06-28-1927; Okeh; W81116; Carolina mine; Gerald Macy ; John Ryan
06-28-1927; Okeh; W81117; Are you lonesome to-night?; Gerald Macy ; John Ryan
06-28-1927; Okeh; W81118; Kickin' the cat; Joe Venuti's Blue Four
06-28-1927; Okeh; W81119; Beatin' the dog; Joe Venuti's Blue Four
06-28-1927; Brunswick; E23773-E23775; Las cuatro milpas (The four corns); Orquesta Cubana de Brunswick
06-28-1927; Brunswick; E23776-E23778; Sin andullo; Orquesta Cubana de Brunswick
06-28-1927; Edison; 11766; Just once again; Bay State Aces ; Julian Webster
06-28-1927; Edison; 11767; Meet me in the moonlight; Bay State Aces ; Julian Webster
06-28-1927; Edison; EXP-110; Experimental disc recording-110 (300 tpi); Unidentified performer(s) (Edison Records)
06-28-1927; Gramophone; CR1428; Missa Papae Marcelli : Credo, part 1; Westminster Cathedral Choir
06-28-1927; Gramophone; CR1429; Missa Papae Marcelli : Credo, part 2; Westminster Cathedral Choir
06-28-1927; Gramophone; CK2210; Arja Stefana; Stanisław Gruszczyński ; Národní divadlo v Praze Orchestr
06-28-1927; Gramophone; CK2211; Arja Kazimierza; Stanisław Gruszczyński ; Národní divadlo v Praze Orchestr
06-28-1927; Gramophone; CK2212; Arja Jontka; Stanisław Gruszczyński ; Národní divadlo v Praze Orchestr
06-28-1927; Gramophone; CK2213; Arja Jontka; Stanisław Gruszczyński ; Národní divadlo v Praze Orchestr
06-28-1927; Gramophone; BK2215; Ouvertura, Gavota i Marš; Tamburitza Orkestra
06-28-1927; Gramophone; BK2216; Kolo; Tamburitza Orkestra
06-28-1927; Gennett; 12902; Couldn't hear nobody praying; Southern Jubilee Quartet
06-28-1927; Gennett; 12903; Listen to the lambs; Southern Jubilee Quartet
06-28-1927; Gennett; 12904; Clara blues; Clara Smith
06-28-1927; Gennett; 12905; After you've gone away; Clara Smith
06-28-1927; Columbia (U.K.); WAX2902; All they that see him (He trusted in God); B.B.C. Chorus ; BBC Symphony Orchestra ; Thomas Beecham
06-28-1927; Columbia (U.K.); WAX2903; Worthy is the lamb; B.B.C. Chorus ; BBC Symphony Orchestra ; Thomas Beecham
06-28-1927; Columbia (U.K.); WAX2904; There were shepherds; And lo the angel (And the angel said; And suddenly; Glory to God); B.B.C. Chorus ; BBC Symphony Orchestra ; Thomas Beecham
06-28-1927; Columbia (U.K.); WAX2905; Hallelujah chorus; B.B.C. Chorus ; BBC Symphony Orchestra ; Thomas Beecham
06-29-1927; Victor; BVE-16738; Shepherd's hey; Victor Concert Orchestra
06-29-1927; Victor; CVE-38095; Non t'amo più; Francesco Marina
06-29-1927; Victor; BVE-38096; Vecchia canzone; Francesco Marina
06-29-1927; Victor; BVE-38097; Country gardens; Rosario Bourdon ; Victor Concert Orchestra
06-29-1927; Victor; BVE-38972; Bruchos sfirch; Pierre Pinchik
06-29-1927; Victor; BVE-38973; Shluf ein; Pierre Pinchik
06-29-1927; Victor; BVE-39068; Baby feet go pitter patter ('Cross my floor); Jesse Crawford
06-29-1927; Victor; BVE-39069; After we kiss; Jesse Crawford
06-29-1927; Victor; BVE-39429; Sales organization talk for Dodge Brothers, Inc.; Harry C. Browne [ca. 1927]
06-29-1927; Victor; BVE-39609; It is possible? (That she loves me); Johnny Hamp ; Kentucky Serenaders
06-29-1927; Victor; CVE-39610; Der freilicher chazen; Ludwig Satz
06-29-1927; Victor; CVE-39611; Der freilicher chazen; Ludwig Satz
06-29-1927; Victor; BVE-39612; Loved one; Henry Burr
06-29-1927; Columbia; 144408; Sometimes I'm happy; The Harmonizers
06-29-1927; Columbia; 144409; Gid-ap, Garibaldi; The Harmonians [Selvin's Orchestra] ; Jack Kaufman
06-29-1927; Columbia; 144410; You don't like it—not much; Robert Benjamin ; The Harmonians [Selvin's Orchestra]
06-29-1927; Columbia; 144411; Wy-lets; The Harmonians [Selvin's Orchestra]
06-29-1927; Okeh; W81120; Sing me a baby song; Lanin’s Famous Players
06-29-1927; Okeh; W81121; (What do we do on a) Dew-dew-dewy day; Lanin’s Famous Players
06-29-1927; Okeh; W81122; Just once again; Lanin’s Famous Players
06-29-1927; Brunswick; E6129-E6131; Estrellita; Godfrey Ludlow
06-29-1927; Brunswick; E6132-E6134; Mi viejo amor; Godfrey Ludlow
06-29-1927; Brunswick; E23779-E23781; Callecita de mi barrio; Pilar Arcos
06-29-1927; Brunswick; E23782-E23784; Negra; Pilar Arcos
06-29-1927; Brunswick; E23785-E23787; No wonder I’m happy (My baby's in love with me); Radio Franks
06-29-1927; Brunswick; E23788-E23790; When day is done; Radio Franks
06-29-1927; Brunswick; E23791-E23793; Spazzacamino innamorata; Romani e I Vagabondi in Montagna
06-29-1927; Brunswick; E23794-E23796; La montagnola; Romani e I Vagabondi in Montagna
06-29-1927; Brunswick; C1008; It’s a strange thing to me; Rev. A. W. Nix
06-29-1927; Brunswick; C1000-C1002; The White Flyer to heaven; Rev. A. W. Nix
06-29-1927; Brunswick; C1003-C1005; The White Flyer to Heaven; Rev. A. W. Nix
06-29-1927; Brunswick; C1006-C1007; The seven Rs; Rev. A. W. Nix
06-29-1927; Edison; 11768; Spring, beautiful spring waltz; Joe Green Novelty Marimba Band
06-29-1927; Edison; 11769; Danube waves waltz; Joe Green Novelty Marimba Band
06-29-1927; Gramophone; BK2222; Tesknota; Stanisław Gruszczyński
06-29-1927; Gramophone; BK2224; Wioseune wody; Stanisław Gruszczyński
06-29-1927; Gennett; 12906; Somebody said; Herman Perry and his Stomp Band
06-29-1927; Gennett; 12907T; Tramp-tramp-tramp (The boys are marching); W. C. Fisher
06-29-1927; Gennett; 12908; Muddy water; Herman Perry
06-29-1927; Gennett; 12909; Forgive me; Lucille Segal
06-29-1927; Gennett; 12910; I'd love to be a baby again; Les Backer
06-29-1927; Gennett; 12911; Polka; Jospeh Peroutka ; Joseph Soukup
06-29-1927; Gennett; 12912; Grandpa's courtship (Waltz); Joseph Soukup and Joseph Peroutka
06-29-1927; Gennett; 12913; Mice parade; Jospeh Peroutka ; Joseph Soukup
06-29-1927; Plaza; 7365; (Here am I) Broken hearted; Irving Kaufman ; Sam Lanin's Dance Orchestra
06-29-1927; Plaza; 7366; Meet me in the moonlight; Irving Kaufman ; Sam Lanin's Dance Orchestra
06-29-1927; Plaza; 7367; Just once again; Irving Kaufman ; Sam Lanin's Dance Orchestra
06-29-1927; Columbia (U.K.); WAX2906; Valse des fleurs; Percy Pitt ; Wireless Symphony Orchestra
06-29-1927; Columbia (U.K.); WAX2907; Marche; Percy Pitt ; Wireless Symphony Orchestra
06-29-1927; Columbia (U.K.); WAX2908; Danse de la fée dragée; Percy Pitt ; Wireless Symphony Orchestra
06-29-1927; Columbia (U.K.); WAX2909; Danse Chinoise; Percy Pitt ; Wireless Symphony Orchestra
06-29-1927; Columbia (U.K.); WAX2910; Danse arabe; Percy Pitt ; Wireless Symphony Orchestra
06-29-1927; Columbia (U.K.); WAX2911; Overture miniature; Percy Pitt ; Wireless Symphony Orchestra
06-29-1927; Columbia (U.K.); WL529; Tierra lejana; Danielo ; Orchestre Tano Genaro
06-29-1927; Columbia (U.K.); WL531; Decime cuando; Orchestre Tano Genaro
06-29-1927; Columbia (U.K.); WL532; Yasmina; Orchestre Tano Genaro
06-30-1927; Victor; BVE-14969; I'll take you home again, Kathleen; Clarence Whitehill
06-30-1927; Victor; BVE-28262; Roses of Picardy; Hugo Frey ; The Troubadours
06-30-1927; Victor; BVE-38513; The message of the carillon; William Lyon Mackenzie King
06-30-1927; Victor; CVE-38974; How beautiful upon the mountains; Darwin Bowen, Jr.
06-30-1927; Victor; CVE-38975; The swallows; Darwin Bowen, Jr.
06-30-1927; Victor; BVE-38976; No candle was there and no fire; Darwin Bowen, Jr.
06-30-1927; Victor; BVE-38977; On wings of song; Darwin Bowen, Jr.
06-30-1927; Victor; CVE-38978; Indian love call; Florence Starr
06-30-1927; Victor; BVE-38979; Du bist wie eine Blume; Darwin Bowen, Jr.
06-30-1927; Victor; CVE-38980; One fine day; Florence Starr
06-30-1927; Victor; BVE-38981; The wind's in the south; Darwin Bowen, Jr.
06-30-1927; Victor; BVE-39070; When day is done; Jesse Crawford
06-30-1927; Victor; BVE-39071; Dawn of to-morrow; Jesse Crawford
06-30-1927; Victor; CVE-39430; Ave Maria; Darwin Bowen, Jr.
06-30-1927; Victor; BVE-39431; Come, ye beloved; Darwin Bowen, Jr.
06-30-1927; Victor; BVE-39613; Kiss me again; Hugo Frey ; The Troubadours
06-30-1927; Victor; BVE-39614; Loca; Margarita Cueto
06-30-1927; Victor; BVE-39615; El reo; Juan Pulido
06-30-1927; Victor; BVE-39616; Bésame en la boca; Antonio P. Utrera
06-30-1927; Victor; BVE-39617; Chau chau; Juan Pulido
06-30-1927; Victor; BVE-[Unnumbered 1927-06-30-01]; Blue river; Jesse Crawford
00-00-1927; Columbia; W143627; The stack o' barley; Flanagan Brothers
06-30-1927; Columbia; 144412; Gid-ap, Garibaldi; Harmony Brothers
06-30-1927; Columbia; 144413; I walked back from the buggy ride; Harmony Brothers
06-30-1927; Columbia; W144414; Rosita; Lee Morse
06-30-1927; Columbia; W144415; I'm a red-hot hot-house flower (But my daddy is an ice-cream cone); Lee Morse
06-30-1927; Columbia; W144416; We (My honey and me); Lee Morse
06-30-1927; Columbia; W144417; I've looked all over (For a girl like you); Lee Morse
06-00-1927; Columbia; W83044; Zapatitos de charol : Canción couplet; Encarnita Marzal
06-00-1927; Columbia; W83045; En aragón son así : Canción jota; Encarnita Marzal
06-00-1927; Columbia; W83046; La mujer tabla : Schotis; Encarnita Marzal
06-00-1927; Columbia; W83047; Justicia baturra : Canción jota; Encarnita Marzal
06-00-1927; Columbia; W83048; Mi baturrica del alma : Canción jota; Encarnita Marzal
06-00-1927; Columbia; W83049; Soy valenciana : Canción; Encarnita Marzal
06-00-1927; Columbia; W95684; Coplas y toros; Encarnita Marzal
06-00-1927; Columbia; W95686; Mi traición : Tango; Encarnita Marzal
06-00-1927; Columbia; W95687; España mía : Pasodoble; Encarnita Marzal
06-00-1927; Columbia; W95688; Consuelo la alegría : Canción; Encarnita Marzal
06-00-1927; Columbia; W95689; No tienes corazón; Encarnita Marzal
06-00-1927; Columbia; W95690; Pobre bebé; Encarnita Marzal
06-00-1927; Columbia; W95691; De mi España; Encarnita Marzal
06-00-1927; Columbia; W95692; La historia de siempre : Couplet; Encarnita Marzal
06-00-1927; Columbia; W95693; Celitos; Encarnita Marzal
06-00-1927; Columbia; W95694; Ley de raza : Farruca gitana; Encarnita Marzal
06-00-1927; Columbia; W95695; Afrentaíta : Canción gitana; Encarnita Marzal
06-00-1927; Columbia; W95696; La Susana : Schotis; Encarnita Marzal
06-00-1927; Columbia; W95699; Los mejor de Francia : Pasodoble; Encarnita Marzal
06-00-1927; Columbia; W95702; Serrana Valverde : Pasodoble; Encarnita Marzal
06-00-1927; Columbia; W95704; Rota la guitarra; Encarnita Marzal
06-00-1927; Columbia; W95708; Eschue Señor Juez : Tango; Encarnita Marzal
06-00-1927; Columbia; W95710; La mecanógrafa : Couplet; Encarnita Marzal
06-00-1927; Columbia; W95711; Plazuela de los Luceros : Canción; Encarnita Marzal
06-00-1927; Columbia; W95712; En el ferial; Encarnita Marzal
06-00-1927; Columbia; W95713; La rancherita : Tango; Encarnita Marzal
06-00-1927; Columbia; W95714; Mocosita : Tango; Encarnita Marzal
06-00-1927; Columbia; W95715; La tarde del corpus : Canción; Encarnita Marzal
06-00-1927; Columbia; W95716; Corre mulilla; Encarnita Marzal
06-00-1927; Columbia; W95718; Siempre flor : Pasodoble; Encarnita Marzal
06-00-1927; Columbia; W95720; Amapola : Canción; Encarnita Marzal
06-00-1927; Columbia; W95721; Chiquillo; Encarnita Marzal
06-00-1927; Columbia; W95722; Triste despertar; Encarnita Marzal
06-00-1927; Columbia; W95725; Celosa : Canción; Encarnita Marzal
06-00-1927; Columbia; W107941; Stary cygan; Józef Kallini
06-00-1927; Columbia; W107942; Walczyk miłosny : Ja kocham cię; Józef Kallini
06-00-1927; Columbia; W107943; Loch Lomond; George Kennedy
06-00-1927; Columbia; W107944; Scotland yet; George Kennedy
06-00-1927; Columbia; W107945; The Scottish emigrant's farewell; George Kennedy
06-00-1927; Columbia; W107946; The nameless lassie; George Kennedy
06-00-1927; Columbia; W107951; Flanagan's naturalization troubles; Flanagan Brothers
06-00-1927; Columbia; W107961; Mick from Tralee; Flanagan Brothers
06-00-1927; Columbia; W107962; A bunch of forget me nots (A medley of Irish waltzes); Flanagan Brothers
06-00-1927; Columbia; W107963; Kilgannon's dream : Jigs; Flanagan Brothers
06-00-1927; Columbia; W107964; Pastier, part 1; Andrej Gellert
06-00-1927; Columbia; W107965; Pastier, part 2; Andrej Gellert
06-00-1927; Columbia; W107966; Sbierka, part 1; Andrej Gellert
06-00-1927; Columbia; W107967; Sbierka, part 2; Andrej Gellert
06-00-1927; Columbia; W107969; Du bist zu schön um treu zu sein!; Adolf Engel
06-00-1927; Columbia; W107970; Du alter Stefansthurm; Adolf Engel
06-00-1927; Columbia; W107971; Karvutė; Antanas Vanagaitis
06-00-1927; Columbia; W107972; Mūnšainukas; Antanas Vanagaitis
06-00-1927; Columbia; W107973; Sharkey daina; Antanas Vanagaitis
06-00-1927; Columbia; W107974; Doleris; Antanas Vanagaitis
06-00-1927; Columbia; W107975; Szeretem a cigányzenét; Károly Thomée
06-00-1927; Columbia; W107976; Ugy megyünk el egymás mellett; Károly Thomée
06-00-1927; Columbia; W107977; Olyan büszkén jársz az uccán; Károly Thomée
06-00-1927; Columbia; W107978; Lesz maga juszt is az enyém; Károly Thomée
06-00-1927; Columbia; W107979; Szeret-e még; Károly Thomée
06-00-1927; Columbia; W107980; Vos zol ich ton?; Pesach Burstein
06-00-1927; Columbia; W107981; Die zieben veiber!; Pesach Burstein
06-00-1927; Columbia; W107982; Bernužėli nevesk pačios; Kastancija Menkeliūniūtė
06-00-1927; Columbia; W107983; Naktis svajonėms papuošta; Kastancija Menkeliūniūtė
06-00-1927; Columbia; W107988; Naše kamerady : Polka; Česka Venkovska Kapela
06-00-1927; Columbia; W107989; Na zabavě : Polka; Česka Venkovska Kapela
06-00-1927; Columbia; W107990; Bantry Bay; John Oakley
06-00-1927; Columbia; W107991; Bold Jack Donohue; John Oakley
06-00-1927; Columbia; W107992; The moon has raised her lamp above; George O'Brien
06-00-1927; Columbia; W107998; Dammi l'amor; Nullo Romani ; Raoul Romito
06-00-1927; Columbia; W107999; Sospiro; Nullo Romani
06-00-1927; Columbia; W108000; Fiore appassito; Nullo Romani
06-00-1927; Columbia; W108001; Mayer!; Annie Lubin
06-00-1927; Columbia; W108002; Annie, ich shtarb avek nuch dir; Annie Lubin
06-00-1927; Columbia; W108009; Tańce w karczmie; Orkiestra Pavlo Humeni͡uk
06-00-1927; Columbia; W108009; Tańce w karczmie; Orkiestra Pavlo Humeni͡uk
06-00-1927; Columbia; W108010; Tańce w karczmie; Orkiestra Pavlo Humeni͡uk
06-00-1927; Columbia; W108010; Tańce w karczmie; Orkiestra Pavlo Humeni͡uk
06-00-1927; Columbia; W108011; The star of the County Down; Shaun O'Nolan
06-00-1927; Columbia; W108012; Ireland; Shaun O'Nolan
06-00-1927; Columbia; W108013; The shamrock; Shaun O'Nolan
06-00-1927; Columbia; W108014; The Donegal widow; Shaun O'Nolan
06-00-1927; Columbia; W108015; The shan van vough; Shaun O'Nolan
06-00-1927; Columbia; W108016; The Fenian gun; Shaun O'Nolan
06-00-1927; Columbia; W108022; Sky line; Columbia Military Band
06-00-1927; Columbia; W108023; Levine mit zein flihender machine; Irving Grossman
06-00-1927; Columbia; W108024; Hurra! Far unzer held levine; Irving Grossman
06-00-1927; Columbia; W108027; Akdomes un af b'ri; Boibriker Kapelle ; Hirsh Gross
06-00-1927; Columbia; W108028; Kinos, t'kios un ashrei; Boibriker Kapelle ; Hirsh Gross
06-00-1927; Columbia; W108029; Ch'sidishe nigunim, part 1 (Traditional music); Boibriker Kapelle
06-00-1927; Columbia; W108030; Ch'sidishe nigunim, part 2 (Traditional music); Boibriker Kapelle
06-00-1927; Columbia; W108033; Swatanje; Weseli Poltanci
06-00-1927; Columbia; W108036; Oj, ja wesela do domu idu; Weseli Poltanci
06-00-1927; Columbia; W108042; Lanštingalos polka; Columbia Lietuvių Orkestra
06-00-1927; Columbia; W108043; Ozunkų mazurka; Columbia Lietuvių Orkestra
06-00-1927; Columbia; W108044; Przecudowny karafijoł; Ignacy Ulatowski
06-00-1927; Columbia; W108045; Kąkol; Ignacy Ulatowski
06-00-1927; Columbia; W108046; Polka w szafliku; Ignacy Ulatowski
06-00-1927; Columbia; W108047; Pognała wołki; Ignacy Ulatowski
06-00-1927; Columbia; W108050; Jag går i tusen tankar; Emil Carelius ; Svenska National Kören de Svenske
06-00-1927; Columbia; W108051; Spinn, spinn; Emil Carelius ; Svenska National Kören de Svenske
06-00-1927; Columbia; W108052; Säv, säv susa; Emil Carelius ; John Johanson ; Svenska National Kören de Svenske
06-00-1927; Columbia; W108053; Nu komma de svenske!; Emil Carelius ; Svenska National Kören de Svenske
06-00-1927; Columbia; W108054; Å janta, å ja; Emil Carelius ; Svenska National Kören de Svenske
06-00-1927; Columbia; W108055; Sveriges flagga; Emil Carelius ; Svenska National Kören de Svenske
06-00-1927; Columbia; W108083; Tuohy's favorite; William McCormick ; May Rodney ; Joseph Sullivan
06-00-1927; Columbia; W108146; L'autri paisi Siciliani, continuazione a "Li paisi Siciliani"; Paolo Dones
06-00-1927; Columbia; W108147; 'U matrimoniu 'i pasqualinu; Paolo Dones
06-00-1927; Columbia; W108156; John McCaffrey's favorite reel; Ed Geoghegan ; Frank Quinn
06-00-1927; Columbia; W108157; Frank Quinn in his new Irish jaunting car; Ed Geoghegan ; Joe Maguire ; Frank Quinn
06-00-1927; Columbia; W108158; Sailing home : Fox trot; Joe Maguire ; Frank Quinn
06-00-1927; Columbia; W108159; Na sinokosi : Kolomyjka; Ukrainska Orchestra Pawla Humeniuka
06-00-1927; Columbia; W108160; Kozak : Trepak; Ukrainska Orchestra Pawla Humeniuka
06-00-1927; Columbia; W108161; Oĭ, divchyno, divchynonʹku (Ой, дівчино, дівчиноньку); Orkiestra Pavlo Humeni͡uk
06-30-1927; Columbia; W108162; Kolo hai︠u︡, prokhodz︠h︡ai︠u︡ (Коло гаю, проходжаю); Orkiestra Pavlo Humeni͡uk
06-00-1927; Columbia; W108163; 'A cappa; Paolo Dones
06-00-1927; Columbia; W108164; Va levatti la varva; Paolo Dones
06-00-1927; Columbia; W108167; Wisła; Ignacy Ulatowski
06-00-1927; Columbia; W108168; Grzesiek granacik; Ignacy Ulatowski
06-00-1927; Columbia; W108169; Rach, ciach, ciach, husi, husi; Ignacy Ulatowski
06-00-1927; Columbia; W108170; Snuj się niteczko; Ignacy Ulatowski
06-00-1927; Columbia; W108173; Killarney, my home o'er the sea; George O'Brien
06-00-1927; Columbia; W108174; Come back to Erin; George O'Brien
06-00-1927; Columbia; W108175; Cod liver oil; Charles Bender ; Flanagan Brothers
06-00-1927; Columbia; W108176; Barney, come home; Charles Bender ; Joseph Flanagan
06-00-1927; Columbia; W108177; The auld Blackthorn reel; Flanagan Brothers
06-00-1927; Columbia; W108182; Kuczeriawa Kateryna; O. K. Kirstiuk
06-00-1927; Columbia; W108183; Oj, lubyw taj koçhaw; O. K. Kirstiuk
06-00-1927; Columbia; W108184; Kazaw meni batko; O. K. Kirstiuk
06-00-1927; Columbia; W108185; When it's moonlight in Mayo; Seamus O'Doherty
06-00-1927; Columbia; W108186; The hills of Donegal; Seamus O'Doherty
06-00-1927; Columbia; W108187; The tri-colored ribbon; Seamus O'Doherty
06-00-1927; Columbia; W108189; Harvest feast (Polka); Jahrl Instrumental Quintette
06-00-1927; Columbia; W108190; Hammarforsens brus : Vals; E. Jahrl Nyhetskvintett
